concept_id	search_id	label
HP_0009231	[3, 7, 6, 4, 0]	Patchy sclerosis of the proximal phalanx of the 5th finger
HP_0009232	[3, 9, 3, 8, 0]	Symphalangism affecting the proximal phalanx of the 5th finger
HP_0009233	[3, 0, 0, 2, 2, 0]	Triangular shaped proximal phalanx of the 5th finger
HP_0009234	[3, 9, 3, 2, 0]	Symphalangism of the proximal phalanx of the 5th finger with the 5th metacarpal
HP_0009236	[3, 0, 0, 2, 2, 1]	Rhomboid or triangular shaped 5th finger proximal phalanx
HP_0009237	[3, 1, 2, 2, 0]	Short 5th finger
HP_0009238	[3, 1, 2, 7]	Aplasia of the 5th finger
HP_0009239	[3, 1, 8, 2]	Aplasia/Hypoplasia of the distal phalanx of the 5th finger
HP_0009240	[3, 7, 7, 3, 2, 0]	Broad distal phalanx of the 5th finger
HP_0009241	[3, 0, 7, 9, 0]	Bullet-shaped distal phalanx of the 5th finger
HP_0009242	[3, 7, 2, 6, 5, 0]	Osteolytic defects of the distal phalanx of the 5th finger
HP_0009243	[3, 7, 6, 2, 0]	Patchy sclerosis of the distal phalanx of the 5th finger
HP_0009244	[3, 8, 5, 1, 2]	Distal/middle symphalangism of 5th finger
HP_0009245	[3, 0, 0, 3, 1]	Triangular shaped distal phalanx of the 5th finger
HP_0009246	[3, 1, 8, 3]	Aplasia of the distal phalanx of the 5th finger
HP_0009247	[3, 0, 1, 9, 0]	Abnormality of the epiphysis of the middle phalanx of the 4th finger
HP_0009248	[3, 0, 1, 3, 0]	Abnormality of the epiphysis of the proximal phalanx of the 4th finger
HP_0009249	[3, 0, 1, 4, 3]	Abnormality of the epiphysis of the distal phalanx of the 4th finger
HP_0009250	[3, 1, 3, 0, 0]	Absent epiphysis of the distal phalanx of the 4th finger
HP_0009251	[3, 6, 4, 1]	Bracket epiphysis of the distal phalanx of the 4th finger
HP_0009252	[3, 0, 0, 3, 2]	Cone-shaped epiphysis of the distal phalanx of the 4th finger
HP_0009253	[3, 7, 6, 0, 6, 0]	Enlarged epiphysis of the distal phalanx of the 4th finger
HP_0009254	[3, 7, 2, 9, 0]	Fragmentation of the epiphysis of the distal phalanx of the 4th finger
HP_0009255	[3, 0, 1, 4, 4]	Irregular epiphysis of the distal phalanx of the 4th finger
HP_0009256	[3, 7, 6, 5, 0]	Ivory epiphysis of the distal phalanx of the 4th finger
HP_0009257	[3, 7, 6, 0, 6, 1]	Pseudoepiphysis of the distal phalanx of the 4th finger
HP_0009258	[3, 1, 3, 1, 0]	Small epiphysis of the distal phalanx of the 4th finger
HP_0009259	[3, 7, 6, 5, 1]	Stippling of the epiphysis of the distal phalanx of the 4th finger
HP_0009260	[3, 0, 0, 4, 1]	Triangular epiphysis of the distal phalanx of the 4th finger
HP_0009261	[3, 1, 6, 0, 0]	Absent epiphysis of the proximal phalanx of the 4th finger
HP_0009262	[3, 6, 7, 3]	Bracket epiphysis of the proximal phalanx of the 4th finger
HP_0009263	[3, 0, 0, 5, 0]	Cone-shaped epiphysis of the proximal phalanx of the 4th finger
HP_0009264	[3, 7, 2, 3, 2, 0]	Enlarged epiphysis of the proximal phalanx of the 4th finger
HP_0009265	[3, 7, 2, 4, 3, 0]	Fragmentation of the epiphysis of the proximal phalanx of the 4th finger
HP_0009266	[3, 0, 1, 3, 1]	Irregular epiphysis of the proximal phalanx of the 4th finger
HP_0009267	[3, 0, 4, 7, 0]	Ivory epiphysis of the proximal phalanx of the 4th finger
HP_0009268	[3, 7, 2, 4, 2]	Pseudoepiphysis of the proximal phalanx of the 4th finger
HP_0009269	[3, 7, 2, 3, 2, 1]	Small epiphysis of the proximal phalanx of the 4th finger
HP_0009270	[3, 0, 4, 7, 1]	Stippling of the epiphysis of the proximal phalanx of the 4th finger
HP_0009271	[3, 0, 0, 5, 1]	Triangular epiphysis of the proximal phalanx of the 4th finger
HP_0009272	[3, 1, 2, 5, 2]	Aplasia/Hypoplasia of the 4th finger
HP_0009273	[3, 8, 1, 7, 0]	Deviation of the 4th finger
HP_0009274	[3, 8, 2, 8, 3]	Joint contracture of the 4th finger
HP_0009275	[3, 8, 2, 3, 1]	Contracture of the distal interphalangeal joint of the 4th finger
HP_0009276	[3, 8, 2, 5, 1]	Contracture of the proximal interphalangeal joint of the 4th finger
HP_0009277	[3, 8, 2, 7, 1]	Contracture of the metacarpophalangeal joint of the 4th finger
HP_0009278	[3, 8, 1, 2, 0]	Ulnar deviation of the 4th finger
HP_0009279	[3, 8, 1, 4, 1]	Radial deviation of the 4th finger
HP_0009280	[3, 8, 1, 7, 1]	Short 4th finger
HP_0009281	[3, 1, 2, 0, 0]	Aplasia of the 4th finger
HP_0009282	[3, 0, 6, 6, 7]	Abnormality of the distal phalanx of the 4th finger
HP_0009283	[3, 0, 6, 7, 1]	Abnormality of the middle phalanx of the 4th finger
HP_0009284	[3, 0, 6, 1, 1]	Abnormality of the proximal phalanx of the 4th finger
HP_0009285	[3, 0, 0, 8, 4, 0]	Curved phalanges of the 4th finger
HP_0009286	[3, 0, 0, 3, 3]	Curved distal phalanx of the 4th finger
HP_0009287	[3, 7, 4, 4, 2]	Curved middle phalanx of the 4th finger
HP_0009288	[3, 0, 0, 5, 2]	Curved proximal phalanx of the 4th finger
HP_0009289	[3, 1, 5, 4, 0]	Aplasia/Hypoplasia of the distal phalanx of the 4th finger
HP_0009290	[3, 1, 4, 7, 0]	Short distal phalanx of the 4th finger
HP_0009291	[3, 1, 4, 2, 0]	Aplasia of the distal phalanx of the 4th finger
HP_0009292	[3, 7, 7, 3, 0, 0]	Broad distal phalanx of the 4th finger
HP_0009293	[3, 9, 6, 7, 0]	Broad middle phalanx of the 4th finger
HP_0009294	[3, 1, 1, 7, 0]	Absent middle phalanx of 4th finger
HP_0009295	[3, 1, 1, 3, 1]	Short middle phalanx of the 4th finger
HP_0009296	[3, 0, 7, 3, 0]	Bullet-shaped middle phalanx of the 4th finger
HP_0009297	[3, 7, 4, 8, 3, 0]	Osteolytic defects of the middle phalanx of the 4th finger
HP_0009298	[3, 1, 2, 0, 1]	Aplasia of the proximal phalanx of the 4th finger
HP_0009299	[3, 7, 4, 8, 6]	Aplasia/Hypoplasia of the middle phalanx of the 4th finger
HP_0009300	[3, 7, 4, 8, 4, 0]	Aplasia/Hypoplasia of the proximal phalanx of the 4th finger
HP_0009301	[3, 1, 1, 6, 0]	Short proximal phalanx of the 4th finger
HP_0009302	[3, 0, 7, 9, 1]	Bullet-shaped distal phalanx of the 4th finger
HP_0009303	[3, 7, 2, 9, 1]	Osteolytic defects of the distal phalanx of the 4th finger
HP_0009304	[3, 7, 6, 2, 1]	Patchy sclerosis of the distal phalanx of the 4th finger
HP_0009305	[3, 9, 7, 4, 0]	Distal/middle symphalangism of 4th finger
HP_0009306	[3, 0, 0, 3, 4]	Triangular shaped distal phalanx of the 4th finger
HP_0009307	[3, 7, 6, 1, 5, 0]	Patchy sclerosis of the middle phalanx of the 4th finger
HP_0009308	[3, 9, 7, 2, 0]	Symphalangism of middle phalanx of 4th finger
HP_0009309	[3, 7, 4, 4, 3]	Triangular shaped middle phalanx of the 4th finger
HP_0009310	[3, 7, 7, 2, 5, 0]	Broad proximal phalanx of the 4th finger
HP_0009311	[3, 0, 7, 3, 1]	Bullet-shaped proximal phalanx of the 4th finger
HP_0009312	[3, 7, 2, 4, 0, 0]	Osteolytic defects of the proximal phalanx of the 4th finger
HP_0009313	[3, 7, 6, 4, 1]	Patchy sclerosis of the proximal phalanx of the 4th finger
HP_0009314	[3, 9, 3, 6, 0]	Symphalangism affecting the proximal phalanx of the 4th finger
HP_0009315	[3, 0, 0, 5, 3]	Triangular shaped proximal phalanx of the 4th finger
HP_0009316	[3, 3, 7, 6, 4]	Abnormal 3rd finger phalanx morphology
HP_0009317	[3, 8, 1, 8, 0]	Deviation of the 3rd finger
HP_0009318	[3, 1, 2, 5, 3]	Aplasia/Hypoplasia of the 3rd finger
HP_0009319	[3, 8, 2, 8, 4]	Joint contracture of the 3rd finger
HP_0009320	[3, 0, 2, 5, 1]	Abnormality of the epiphyses of the 3rd finger
HP_0009321	[3, 7, 4, 1, 0]	Absent epiphysis of the middle phalanx of the 3rd finger
HP_0009322	[3, 6, 2, 0]	Bracket epiphysis of the middle phalanx of the 3rd finger
HP_0009323	[3, 7, 8, 2, 0]	Cone-shaped epiphysis of the middle phalanx of the 3rd finger
HP_0009324	[3, 7, 4, 0, 0]	Enlarged epiphysis of the middle phalanx of the 3rd finger
HP_0009325	[3, 7, 0, 0, 2]	Fragmentation of the epiphysis of the middle phalanx of the 3rd finger
HP_0009326	[3, 0, 1, 9, 1]	Irregular epiphysis of the middle phalanx of the 3rd finger
HP_0009327	[3, 7, 8, 2, 1]	Ivory epiphysis of the middle phalanx of the 3rd finger
HP_0009328	[3, 7, 0, 0, 3, 1]	Pseudoepiphysis of the middle phalanx of the 3rd finger
HP_0009329	[3, 7, 4, 1, 7]	Small epiphysis of the middle phalanx of the 3rd finger
HP_0009330	[3, 7, 4, 7, 4, 0]	Stippling of the epiphysis of the middle phalanx of the 3rd finger
HP_0009331	[3, 7, 8, 6, 0]	Triangular epiphysis of the middle phalanx of the 3rd finger
HP_0009332	[3, 0, 1, 7, 7]	Abnormality of the epiphysis of the distal phalanx of the 3rd finger
HP_0009333	[3, 0, 1, 3, 2]	Abnormality of the epiphysis of the proximal phalanx of the 3rd finger
HP_0009334	[3, 0, 1, 9, 2]	Abnormality of the epiphysis of the middle phalanx of the 3rd finger
HP_0009335	[3, 1, 3, 4, 0]	Absent epiphysis of the distal phalanx of the 3rd finger
HP_0009336	[3, 6, 4, 2]	Bracket epiphysis of the distal phalanx of the 3rd finger
HP_0009337	[3, 0, 0, 0, 0]	Cone-shaped epiphysis of the distal phalanx of the 3rd finger
HP_0009338	[3, 7, 6, 0, 2]	Enlarged epiphysis of the distal phalanx of the 3rd finger
HP_0009339	[3, 7, 2, 9, 2]	Fragmentation of the epiphysis of the distal phalanx of the 3rd finger
HP_0009340	[3, 0, 1, 7, 1]	Irregular epiphysis of the distal phalanx of the 3rd finger
HP_0009341	[3, 7, 2, 1, 7]	Ivory epiphysis of the distal phalanx of the 3rd finger
HP_0009342	[3, 7, 2, 1, 2]	Pseudoepiphysis of the distal phalanx of the 3rd finger
HP_0009343	[3, 1, 3, 4, 1]	Small epiphysis of the distal phalanx of the 3rd finger
HP_0009344	[3, 0, 1, 5, 0]	Stippling of the epiphysis of the distal phalanx of the 3rd finger
HP_0009345	[3, 0, 1, 7, 6, 0]	Triangular epiphysis of the distal phalanx of the 3rd finger
HP_0009346	[3, 1, 6, 7, 0]	Absent epiphysis of the proximal phalanx of the 3rd finger
HP_0009347	[3, 6, 6, 0]	Bracket epiphysis of the proximal phalanx of the 3rd finger
HP_0009348	[3, 7, 8, 2, 2]	Cone-shaped epiphysis of the proximal phalanx of the 3rd finger
HP_0009349	[3, 7, 2, 3, 2, 2]	Enlarged epiphysis of the proximal phalanx of the 3rd finger
HP_0009350	[3, 7, 2, 8, 2, 1]	Fragmentation of the epiphysis of the proximal phalanx of the 3rd finger
HP_0009351	[3, 0, 1, 3, 3]	Irregular epiphysis of the proximal phalanx of the 3rd finger
HP_0009352	[3, 7, 2, 4, 4, 0]	Ivory epiphysis of the proximal phalanx of the 3rd finger
HP_0009353	[3, 7, 2, 5, 5]	Pseudoepiphysis of the proximal phalanx of the 3rd finger
HP_0009354	[3, 7, 2, 3, 2, 3]	Small epiphysis of the proximal phalanx of the 3rd finger
HP_0009355	[3, 0, 4, 4, 0]	Stippling of the epiphysis of the proximal phalanx of the 3rd finger
HP_0009356	[3, 7, 8, 6, 1]	Triangular epiphysis of the proximal phalanx of the 3rd finger
HP_0009357	[3, 0, 6, 1, 2]	Abnormality of the distal phalanx of the 3rd finger
HP_0009358	[3, 0, 6, 1, 3]	Abnormality of the proximal phalanx of the 3rd finger
HP_0009370	[3, 8, 1, 1, 2]	Type A brachydactyly
HP_0009371	[3, 8, 1, 0, 1]	Type A1 brachydactyly
HP_0009372	[3, 8, 1, 1, 3]	Type A2 brachydactyly
HP_0009373	[3, 8, 1, 0, 2]	Type C brachydactyly
HP_0009374	[3, 7, 7, 1, 0]	Broad phalanges of the 5th finger
HP_0009375	[3, 0, 7, 2, 0]	Bullet-shaped phalanges of the 5th finger
HP_0009376	[3, 1, 5, 3, 0]	Aplasia/Hypoplasia of the phalanges of the 5th finger
HP_0009377	[3, 7, 6, 3, 1]	Patchy sclerosis of 5th finger phalanx
HP_0009378	[3, 0, 0, 8, 2]	Triangular shaped phalanges of the 5th finger
HP_0009379	[3, 0, 0, 3, 5]	Rhomboid or triangular shaped 5th finger distal phalanx
HP_0009380	[3, 8, 0, 3, 5]	Finger aplasia
HP_0009381	[3, 1, 7, 1]	Short finger
HP_0009382	[3, 1, 2, 1, 0]	Absent epiphyses of the 5th finger
HP_0009383	[3, 6, 1, 0]	Bracket epiphyses of the 5th finger
HP_0009384	[3, 0, 2, 3, 1]	Cone-shaped epiphyses of the 5th finger
HP_0009385	[3, 7, 7, 1, 1]	Enlarged epiphyses of the 5th finger
HP_0009386	[3, 7, 2, 0, 4, 0]	Fragmentation of the epiphyses of the 5th finger
HP_0009387	[3, 0, 2, 7, 2]	Irregular epiphyses of the 5th finger
HP_0009388	[3, 7, 2, 0, 7, 0]	Ivory epiphyses of the 5th finger
HP_0009389	[3, 7, 2, 0, 7, 1]	Pseudoepiphyses of the 5th finger
HP_0009390	[3, 1, 2, 2, 1]	Small epiphyses of the 5th finger
HP_0009391	[3, 0, 4, 6, 0]	Stippling of the epiphyses of the 5th finger
HP_0009392	[3, 0, 2, 3, 2]	Triangular epiphyses of the 5th finger
HP_0009393	[3, 1, 2, 1, 1]	Absent epiphyses of the 4th finger
HP_0009394	[3, 6, 5, 0]	Bracket epiphyses of the 4th finger
HP_0009395	[3, 0, 2, 5, 2]	Cone-shaped epiphyses of the 4th finger
HP_0009396	[3, 7, 7, 6, 1, 0]	Enlarged epiphyses of the 4th finger
HP_0009397	[3, 8, 7, 4, 0]	Fragmentation of the epiphyses of the 4th finger
HP_0009398	[3, 0, 2, 5, 3]	Irregular epiphyses of the 4th finger
HP_0009399	[3, 8, 7, 5, 0]	Ivory epiphyses of the 4th finger
HP_0009400	[3, 8, 7, 4, 1]	Pseudoepiphyses of the 4th finger
HP_0009401	[3, 8, 7, 5, 1]	Small epiphyses of the 4th finger
HP_0009402	[3, 0, 4, 3, 0]	Stippling of the epiphyses of the 4th finger
HP_0009403	[3, 0, 2, 5, 4]	Triangular epiphyses of the 4th finger
HP_0009404	[3, 8, 7, 6, 0]	Broad phalanges of the 4th finger
HP_0009405	[3, 0, 7, 2, 1]	Bullet-shaped phalanges of the 4th finger
HP_0009406	[3, 7, 6, 1, 7, 0]	Patchy sclerosis of 4th finger phalanx
HP_0009407	[3, 0, 0, 8, 4, 1]	Triangular shaped phalanges of the 4th finger
HP_0009408	[3, 1, 5, 7, 0]	Aplasia/Hypoplasia of the phalanges of the 4th finger
HP_0009410	[3, 1, 2, 4, 0]	Absent epiphyses of the 3rd finger
HP_0009411	[3, 6, 5, 1]	Bracket epiphyses of the 3rd finger
HP_0009412	[3, 8, 9, 7, 1]	Cone-shaped epiphyses of the 3rd finger
HP_0009413	[3, 8, 9, 7, 2]	Enlarged epiphyses of the 3rd finger
HP_0009414	[3, 7, 0, 5, 0]	Fragmentation of the epiphyses of the 3rd finger
HP_0009415	[3, 0, 2, 5, 5]	Irregular epiphyses of the 3rd finger
HP_0009416	[3, 8, 9, 7, 3]	Ivory epiphyses of the 3rd finger
HP_0009417	[3, 8, 9, 7, 4]	Pseudoepiphyses of the 3rd finger
HP_0009418	[3, 4, 3, 1, 1]	Small epiphyses of the 3rd finger
HP_0009419	[3, 0, 4, 3, 1]	Stippling of the epiphyses of the 3rd finger
HP_0009420	[3, 0, 2, 5, 6]	Triangular epiphyses of the 3rd finger
HP_0009421	[3, 7, 8, 0, 1]	Aplasia/Hypoplasia of the distal phalanx of the 3rd finger
HP_0009422	[3, 7, 7, 3, 0, 1]	Broad distal phalanx of the 3rd finger
HP_0009423	[3, 0, 7, 2, 2]	Bullet-shaped distal phalanx of the 3rd finger
HP_0009424	[3, 7, 2, 9, 3]	Osteolytic defects of the distal phalanx of the 3rd finger
HP_0009425	[3, 7, 6, 2, 2]	Patchy sclerosis of the distal phalanx of the 3rd finger
HP_0009426	[3, 9, 7, 4, 1]	Distal/middle symphalangism of 3rd finger
HP_0009427	[3, 7, 7, 3, 7, 0]	Triangular shaped distal phalanx of the 3rd finger
HP_0009428	[3, 7, 7, 3, 1]	Curved distal phalanx of the 3rd finger
HP_0009429	[3, 1, 8, 4]	Aplasia of the distal phalanx of the 3rd finger
HP_0009430	[3, 7, 4, 0, 1]	Broad middle phalanx of the 3rd finger
HP_0009431	[3, 0, 7, 3, 2]	Bullet-shaped middle phalanx of the 3rd finger
HP_0009432	[3, 7, 4, 4, 4]	Curved middle phalanx of the 3rd finger
HP_0009433	[3, 7, 4, 8, 3, 1]	Osteolytic defects of the middle phalanx of the 3rd finger
HP_0009434	[3, 7, 6, 1, 1]	Patchy sclerosis of the middle phalanx of the 3rd finger
HP_0009435	[3, 9, 7, 3, 0]	Symphalangism of middle phalanx of 3rd finger
HP_0009436	[3, 7, 4, 4, 5]	Triangular shaped middle phalanx of the 3rd finger
HP_0009437	[3, 7, 4, 8, 5]	Aplasia/Hypoplasia of the middle phalanx of the 3rd finger
HP_0009438	[3, 1, 1, 0, 0]	Absent middle phalanx of 3rd finger
HP_0009439	[3, 1, 1, 0, 1]	Short middle phalanx of the 3rd finger
HP_0009440	[3, 7, 7, 1, 2]	Broad phalanges of the 3rd finger
HP_0009441	[3, 0, 7, 2, 3]	Bullet-shaped phalanges of the 3rd finger
HP_0009442	[3, 0, 0, 8, 7]	Curved phalanges of the 3rd finger
HP_0009443	[3, 7, 2, 7, 1]	Osteolytic defects of the phalanges of the 3rd finger
HP_0009444	[3, 7, 6, 1, 4, 0]	Patchy sclerosis of 3rd finger phalanx
HP_0009445	[3, 9, 7, 1, 1]	Symphalangism of the 3rd finger
HP_0009446	[3, 0, 0, 8, 0]	Triangular shaped phalanges of the 3rd finger
HP_0009447	[3, 1, 5, 7, 1]	Aplasia/Hypoplasia of the phalanges of the 3rd finger
HP_0009450	[3, 7, 7, 2, 2]	Broad proximal phalanx of the 3rd finger
HP_0009451	[3, 0, 7, 4, 1]	Bullet-shaped proximal phalanx of the 3rd finger
HP_0009452	[3, 0, 0, 5, 4]	Curved proximal phalanx of the 3rd finger
HP_0009453	[3, 7, 2, 8, 4, 0]	Osteolytic defects of the proximal phalanx of the 3rd finger
HP_0009454	[3, 7, 6, 4, 2]	Patchy sclerosis of the proximal phalanx of the 3rd finger
HP_0009455	[3, 9, 3, 6, 1]	Symphalangism affecting the proximal phalanx of the 3rd finger
HP_0009456	[3, 0, 0, 5, 5]	Triangular shaped proximal phalanx of the 3rd finger
HP_0009457	[3, 7, 4, 6, 3, 0]	Aplasia/Hypoplasia of the proximal phalanx of the 3rd finger
HP_0009458	[0, 2, 7, 6, 2, 0]	Aplasia of the proximal phalanx of the 3rd finger
HP_0009459	[3, 1, 1, 6, 1]	Short proximal phalanx of the 3rd finger
HP_0009460	[3, 1, 2, 6]	Aplasia of the 3rd finger
HP_0009461	[3, 1, 7, 2, 1]	Short 3rd finger
HP_0009462	[3, 8, 1, 4, 2]	Radial deviation of the 3rd finger
HP_0009463	[3, 8, 1, 2, 1]	Ulnar deviation of the 3rd finger
HP_0009464	[3, 8, 1, 6, 4]	Ulnar deviation of the 2nd finger
HP_0009465	[3, 8, 1, 2, 2]	Ulnar deviation of finger
HP_0009466	[3, 8, 1, 2, 3]	Radial deviation of finger
HP_0009467	[3, 8, 9, 3, 2]	Radial deviation of the 2nd finger
HP_0009468	[3, 8, 1, 6, 5]	Deviation of the 2nd finger
HP_0009469	[3, 8, 2, 8, 5]	Contracture of the distal interphalangeal joint of the 3rd finger
HP_0009470	[3, 8, 2, 7, 2]	Contracture of the metacarpophalangeal joint of the 3rd finger
HP_0009471	[3, 8, 2, 2, 1]	Contracture of the proximal interphalangeal joint of the 3rd finger
HP_0009473	[3, 8, 4, 7, 4]	Joint contracture of the hand
HP_0009477	[3, 9, 7, 7, 0]	Proximal/middle symphalangism of 4th finger
HP_0009478	[3, 9, 3, 5, 0]	Symphalangism of the proximal phalanx of the 4th finger with the 4th metacarpal
HP_0009482	[3, 9, 7, 8, 0]	Proximal/middle symphalangism of 3rd finger
HP_0009483	[3, 9, 3, 3, 0]	Symphalangism of the proximal phalanx of the 3rd finger with the 3rd metacarpal
HP_0009484	[3, 8, 4, 7, 5]	Deviation of the hand or of fingers of the hand
HP_0009485	[0, 2, 3, 3, 4]	Radial deviation of the hand or of fingers of the hand
HP_0009486	[3, 8, 3, 7, 5, 1]	Radial deviation of the hand
HP_0009487	[3, 3, 3, 8, 1]	Ulnar deviation of the hand
HP_0009488	[3, 1, 2, 4, 1]	Absent epiphyses of the 2nd finger
HP_0009489	[3, 6, 0, 0]	Bracket epiphyses of the 2nd finger
HP_0009490	[3, 0, 2, 3, 3]	Cone-shaped epiphyses of the 2nd finger
HP_0009491	[3, 7, 7, 7, 0]	Enlarged epiphyses of the 2nd finger
HP_0009492	[3, 7, 2, 0, 4, 1]	Fragmentation of the epiphyses of the 2nd finger
HP_0009493	[3, 0, 2, 7, 3]	Irregular epiphyses of the 2nd finger
HP_0009494	[3, 7, 7, 7, 1]	Ivory epiphyses of the 2nd finger
HP_0009495	[3, 7, 2, 0, 1]	Pseudoepiphysis of the 2nd finger
HP_0009496	[3, 0, 2, 7, 4]	Small epiphyses of the 2nd finger
HP_0009497	[3, 0, 4, 6, 1]	Stippling of the epiphyses of the 2nd finger
HP_0009498	[3, 0, 2, 3, 4]	Triangular epiphyses of the 2nd finger
HP_0009499	[3, 0, 1, 7, 3]	Abnormality of the epiphysis of the distal phalanx of the 2nd finger
HP_0009500	[3, 0, 1, 2, 1]	Abnormality of the epiphysis of the middle phalanx of the 2nd finger
HP_0009501	[3, 0, 1, 8, 2]	Abnormality of the epiphysis of the proximal phalanx of the 2nd finger
HP_0009502	[3, 1, 3, 8, 0]	Absent epiphysis of the distal phalanx of the 2nd finger
HP_0009503	[3, 6, 0, 1]	Bracket epiphysis of the distal phalanx of the 2nd finger
HP_0009504	[3, 0, 0, 6, 5, 0]	Cone-shaped epiphysis of the distal phalanx of the 2nd finger
HP_0009505	[3, 7, 3, 2, 3, 0]	Enlarged epiphysis of the distal phalanx of the 2nd finger
HP_0009506	[3, 7, 2, 6, 7, 0]	Fragmentation of the epiphysis of the distal phalanx of the 2nd finger
HP_0009507	[3, 0, 1, 7, 2]	Irregular epiphysis of the distal phalanx of the 2nd finger
HP_0009508	[3, 7, 2, 1, 6, 0]	Ivory epiphysis of the distal phalanx of the 2nd finger
HP_0009509	[3, 7, 2, 1, 3]	Pseudoepiphysis of the distal phalanx of the 2nd finger
HP_0009510	[3, 1, 3, 8, 1]	Small epiphysis of the distal phalanx of the 2nd finger
HP_0009511	[3, 0, 1, 5, 1]	Stippling of the epiphysis of the distal phalanx of the 2nd finger
HP_0009512	[3, 0, 0, 4, 2]	Triangular epiphysis of the distal phalanx of the 2nd finger
HP_0009513	[3, 7, 4, 1, 6, 0]	Absent epiphysis of the middle phalanx of the 2nd finger
HP_0009514	[3, 6, 3, 0]	Bracket epiphysis of the middle phalanx of the 2nd finger
HP_0009515	[3, 7, 4, 2, 7, 1]	Cone-shaped epiphysis of the middle phalanx of the 2nd finger
HP_0009516	[3, 7, 4, 9, 6, 0]	Enlarged epiphysis of the middle phalanx of the 2nd finger
HP_0009517	[3, 7, 0, 6, 4]	Fragmentation of the epiphysis of the middle phalanx of the 2nd finger
HP_0009518	[3, 0, 1, 8, 3]	Irregular epiphysis of the middle phalanx of the 2nd finger
HP_0009519	[3, 7, 4, 9, 0, 0]	Ivory epiphysis of the middle phalanx of the 2nd finger
HP_0009520	[3, 7, 4, 9, 1, 0]	Pseudoepiphysis of the middle phalanx of the 2nd finger
HP_0009521	[3, 0, 1, 8, 4]	Small epiphysis of the middle phalanx of the 2nd finger
HP_0009522	[3, 7, 4, 5, 8, 0]	Stippling of the epiphysis of the middle phalanx of the 2nd finger
HP_0009523	[3, 7, 4, 2, 7, 2]	Triangular epiphysis of the middle phalanx of the 2nd finger
HP_0009524	[3, 1, 6, 2]	Absent epiphysis of the proximal phalanx of the 2nd finger
HP_0009525	[3, 6, 3, 1]	Bracket epiphysis of the proximal phalanx of the 2nd finger
HP_0009526	[3, 0, 0, 1, 2]	Cone-shaped epiphysis of the proximal phalanx of the 2nd finger
HP_0009527	[3, 7, 2, 3, 4, 1]	Enlarged epiphysis of the proximal phalanx of the 2nd finger
HP_0009528	[3, 7, 2, 8, 1, 0]	Fragmentation of the epiphysis of the proximal phalanx of the 2nd finger
HP_0009529	[3, 0, 1, 8, 5]	Irregular epiphysis of the proximal phalanx of the 2nd finger
HP_0009530	[3, 7, 2, 0, 5, 0]	Ivory epiphysis of the proximal phalanx of the 2nd finger
HP_0009531	[3, 7, 2, 0, 5, 1]	Pseudoepiphysis of the proximal phalanx of the 2nd finger
HP_0009532	[3, 1, 6, 8, 1]	Small epiphysis of the proximal phalanx of the 2nd finger
HP_0009533	[3, 0, 4, 4, 1]	Stippling of the epiphysis of the proximal phalanx of the 2nd finger
HP_0009534	[3, 0, 0, 2, 3, 0]	Triangular epiphysis of the proximal phalanx of the 2nd finger
HP_0009535	[3, 1, 2, 3, 0]	Aplasia of the 2nd finger
HP_0009536	[3, 1, 2, 3, 1]	Short 2nd finger
HP_0009537	[3, 8, 2, 6, 2]	Flexion contracture of the 2nd finger
HP_0009538	[3, 8, 2, 3, 2]	Contracture of the distal interphalangeal joint of the 2nd finger
HP_0009539	[3, 8, 2, 7, 3]	Contracture of the metacarpophalangeal joint of the 2nd finger
HP_0009540	[3, 8, 2, 2, 2]	Contracture of the proximal interphalangeal joint of the 2nd finger
HP_0009541	[3, 0, 6, 6, 4, 1]	Abnormality of the phalanges of the 2nd finger
HP_0009542	[3, 0, 6, 1, 4]	Abnormality of the distal phalanx of the 2nd finger
HP_0009543	[3, 0, 6, 3, 5]	Abnormality of the middle phalanx of the 2nd finger
HP_0009544	[3, 0, 6, 1, 5]	Abnormality of the proximal phalanx of the 2nd finger
HP_0009545	[3, 9, 7, 5, 1]	Symphalangism of the 2nd finger
HP_0009546	[3, 0, 0, 8, 6, 0]	Triangular shaped phalanges of the 2nd finger
HP_0009547	[3, 7, 7, 7, 2]	Broad phalanges of the 2nd finger
HP_0009548	[3, 0, 7, 2, 4]	Bullet-shaped phalanges of the 2nd finger
HP_0009549	[3, 0, 0, 8, 6, 1]	Curved phalanges of the 2nd finger
HP_0009550	[3, 7, 2, 7, 9]	Osteolytic defects of the phalanges of the 2nd finger
HP_0009551	[3, 7, 6, 6, 0]	Patchy sclerosis of 2nd finger phalanx
HP_0009552	[3, 1, 5, 3, 1]	Aplasia/Hypoplasia of the phalanges of the 2nd finger
HP_0009553	[0, 5, 4, 6, 7, 0]	Abnormality of the hairline
HP_0009554	[0, 0, 6, 3, 0, 3]	Preauricular hair displacement
HP_0009555	[0, 2, 7, 1, 4, 2]	Hypoplasia of the pharynx
HP_0009556	[3, 5, 4, 9, 0]	Absent tibia
HP_0009557	[3, 1, 8, 5]	Aplasia/Hypoplasia of the distal phalanx of the 2nd finger
HP_0009558	[3, 0, 0, 6, 6, 0]	Broad distal phalanx of the 2nd finger
HP_0009559	[3, 0, 7, 9, 2]	Bullet-shaped distal phalanx of the 2nd finger
HP_0009560	[3, 0, 0, 6, 5, 1]	Curved distal phalanx of the 2nd finger
