concept_id	search_id	label
GO_0010477	[0, 9, 5, 5, 0]	response to sulfur dioxide
GO_0010478	[3, 2, 6, 6, 7, 1]	chlororespiration
GO_0010479	[1, 4, 4, 4, 0, 1]	stele development
GO_0010480	[1, 2, 2, 1, 4]	microsporocyte differentiation
GO_0010481	[1, 4, 1, 6, 4, 0]	epidermal cell division
GO_0010482	[1, 1, 2, 7, 5, 0]	regulation of epidermal cell division
GO_0010483	[1, 1, 3, 2, 7, 0]	pollen tube reception
GO_0010492	[1, 1, 5, 8, 7, 0]	maintenance of shoot apical meristem identity
GO_0010493	[3, 0, 0, 6, 1]	Lewis a epitope biosynthetic process
GO_0010495	[6, 3, 3, 8, 4, 0]	siRNA-mediated long-distance post-transcriptional gene silencing
GO_0010496	[3, 3, 7, 6, 4, 0]	intercellular transport
GO_0010497	[3, 3, 7, 6, 4, 1]	plasmodesmata-mediated intercellular transport
GO_0010498	[6, 8, 8, 9, 2, 0]	proteasomal protein catabolic process
GO_0010499	[6, 8, 8, 9, 2, 1]	proteasomal ubiquitin-independent protein catabolic process
GO_0010500	[3, 3, 7, 7, 5]	transmitting tissue development
GO_0010506	[6, 8, 8, 8, 5, 0]	regulation of autophagy
GO_0010507	[6, 8, 8, 8, 4, 0]	negative regulation of autophagy
GO_0010508	[6, 8, 8, 2, 8, 0]	positive regulation of autophagy
GO_0010509	[3, 7, 3, 4, 0]	intracellular polyamine homeostasis
GO_0010510	[3, 2, 2, 7, 5, 0]	regulation of acetyl-CoA biosynthetic process from pyruvate
GO_0010511	[7, 7, 5, 2, 5, 0]	regulation of phosphatidylinositol biosynthetic process
GO_0010512	[7, 7, 5, 2, 5, 1]	negative regulation of phosphatidylinositol biosynthetic process
GO_0010513	[7, 7, 5, 2, 4]	positive regulation of phosphatidylinositol biosynthetic process
GO_0010514	[6, 5, 0, 6, 0]	induction of conjugation with cellular fusion
GO_0010515	[5, 5, 6, 5, 0]	negative regulation of induction of conjugation with cellular fusion
GO_0010516	[3, 0, 3, 7, 1]	negative regulation of cellular response to nitrogen starvation
GO_0010517	[7, 1, 0, 2, 0]	regulation of phospholipase activity
GO_0010518	[7, 1, 9, 8, 0]	positive regulation of phospholipase activity
GO_0010519	[7, 7, 7, 4, 4, 0]	negative regulation of phospholipase activity
GO_0010520	[6, 7, 6, 7, 1]	regulation of reciprocal meiotic recombination
GO_0010522	[7, 6, 6, 3, 0]	regulation of calcium ion transport into cytosol
GO_0010523	[7, 6, 6, 3, 1]	negative regulation of calcium ion transport into cytosol
GO_0010524	[7, 6, 6, 7, 0]	positive regulation of calcium ion transport into cytosol
GO_0010526	[6, 3, 3, 8, 2, 0]	transposable element silencing
GO_0010540	[3, 3, 0, 3, 5, 0]	basipetal auxin transport
GO_0010541	[3, 2, 5, 7, 1]	acropetal auxin transport
GO_0010543	[4, 7, 7, 0, 2]	regulation of platelet activation
GO_0010544	[4, 7, 7, 4, 0]	negative regulation of platelet activation
GO_0010547	[1, 4, 1, 8, 6, 1]	thylakoid membrane disassembly
GO_0010548	[3, 6, 0, 2, 0]	regulation of thylakoid membrane disassembly
GO_0010549	[6, 2, 7, 4, 0]	regulation of membrane disassembly
GO_0010550	[3, 6, 0, 2, 1]	regulation of PSII associated light-harvesting complex II catabolic process
GO_0010555	[0, 9, 7, 0, 0]	response to mannitol
GO_0010556	[1, 1, 7, 3, 8, 0]	regulation of macromolecule biosynthetic process
GO_0010557	[1, 1, 7, 3, 7]	positive regulation of macromolecule biosynthetic process
GO_0010558	[3, 0, 6, 1, 3, 1]	negative regulation of macromolecule biosynthetic process
GO_0010559	[3, 0, 3, 3, 4, 0]	regulation of glycoprotein biosynthetic process
GO_0010560	[3, 1, 2, 6, 0]	positive regulation of glycoprotein biosynthetic process
GO_0010561	[1, 6, 3, 4, 6, 0]	negative regulation of glycoprotein biosynthetic process
GO_0010562	[3, 1, 0, 7, 5, 1]	positive regulation of phosphorus metabolic process
GO_0010563	[3, 6, 5, 7, 1]	negative regulation of phosphorus metabolic process
GO_0010564	[6, 1, 5, 4, 1]	regulation of cell cycle process
GO_0010565	[3, 5, 4, 4, 0]	regulation of ketone metabolic process
GO_0010566	[3, 5, 9, 0]	regulation of ketone biosynthetic process
GO_0010567	[3, 5, 4, 5, 0]	regulation of ketone catabolic process
GO_0010568	[1, 1, 2, 8, 2, 0]	regulation of budding cell apical bud growth
GO_0010569	[6, 7, 6, 4, 1, 0]	regulation of double-strand break repair via homologous recombination
GO_0010570	[1, 1, 7, 1, 0, 0]	regulation of filamentous growth
GO_0010571	[6, 1, 5, 9, 0]	positive regulation of nuclear cell cycle DNA replication
GO_0010572	[4, 3, 2, 0, 0]	positive regulation of platelet activation
GO_0010573	[1, 6, 1, 5, 5, 1]	vascular endothelial growth factor production
GO_0010574	[7, 4, 5, 9, 0]	regulation of vascular endothelial growth factor production
GO_0010575	[7, 4, 5, 3, 0]	positive regulation of vascular endothelial growth factor production
GO_0010581	[3, 0, 1, 0, 1]	regulation of starch biosynthetic process
GO_0010582	[1, 0, 6, 7, 0, 1]	floral meristem determinacy
GO_0010583	[0, 9, 3, 3, 4]	response to cyclopentenone
GO_0010584	[1, 1, 3, 2, 5, 1]	pollen exine formation
GO_0010585	[7, 2, 6, 0, 0]	glutamine secretion
GO_0010586	[6, 3, 7, 1, 1]	miRNA metabolic process
GO_0010587	[6, 3, 7, 1, 2]	miRNA catabolic process
GO_0010588	[1, 4, 0, 0, 6, 3]	cotyledon vascular tissue pattern formation
GO_0010589	[1, 4, 0, 0, 2, 3]	leaf proximal/distal pattern formation
GO_0010590	[1, 1, 4, 7, 6, 0]	regulation of septum digestion after cytokinesis
GO_0010591	[6, 2, 1, 7, 0]	regulation of lamellipodium assembly
GO_0010592	[6, 2, 1, 1, 0]	positive regulation of lamellipodium assembly
GO_0010593	[6, 2, 1, 7, 1]	negative regulation of lamellipodium assembly
GO_0010594	[4, 7, 9, 0, 1, 0]	regulation of endothelial cell migration
GO_0010595	[1, 6, 1, 3, 9, 0]	positive regulation of endothelial cell migration
GO_0010596	[4, 7, 9, 5, 0]	negative regulation of endothelial cell migration
GO_0010597	[3, 6, 7, 1, 0]	green leaf volatile biosynthetic process
GO_0010599	[6, 0, 2, 1, 1]	lsiRNA processing
GO_0010600	[0, 3, 3, 5]	regulation of auxin biosynthetic process
GO_0010601	[3, 1, 2, 4, 1]	positive regulation of auxin biosynthetic process
GO_0010602	[3, 5, 4, 1, 0]	regulation of 1-aminocyclopropane-1-carboxylate metabolic process
GO_0010603	[1, 1, 4, 8, 0]	regulation of cytoplasmic mRNA processing body assembly
GO_0010604	[3, 0, 3, 0, 2]	positive regulation of macromolecule metabolic process
GO_0010605	[6, 3, 3, 7, 0]	negative regulation of macromolecule metabolic process
GO_0010606	[6, 4, 6, 5, 0]	positive regulation of cytoplasmic mRNA processing body assembly
GO_0010607	[6, 4, 6, 8, 0]	negative regulation of cytoplasmic mRNA processing body assembly
GO_0010608	[6, 4, 6, 9, 0]	post-transcriptional regulation of gene expression
GO_0010609	[6, 4, 6, 9, 1]	mRNA localization resulting in post-transcriptional regulation of gene expression
GO_0010610	[6, 5, 3, 2, 0]	regulation of mRNA stability involved in response to stress
GO_0010611	[1, 6, 6, 1, 5]	regulation of cardiac muscle hypertrophy
GO_0010612	[1, 6, 6, 1, 0, 0]	regulation of cardiac muscle adaptation
GO_0010613	[1, 6, 6, 1, 3, 0]	positive regulation of cardiac muscle hypertrophy
GO_0010614	[1, 6, 6, 1, 2, 0]	negative regulation of cardiac muscle hypertrophy
GO_0010615	[1, 6, 6, 1, 3, 1]	positive regulation of cardiac muscle adaptation
GO_0010616	[1, 6, 6, 1, 6, 0]	negative regulation of cardiac muscle adaptation
GO_0010617	[1, 2, 1, 4, 1, 0]	circadian regulation of calcium ion oscillation
GO_0010618	[1, 4, 1, 1, 1, 7]	aerenchyma formation
GO_0010619	[7, 7, 2, 5, 7, 1]	adenylate cyclase-activating glucose-activated G protein-coupled receptor signaling pathway
GO_0010620	[6, 5, 8, 1, 2]	negative regulation of transcription by transcription factor catabolism
GO_0010621	[6, 5, 7, 5, 0]	negative regulation of transcription by transcription factor localization
GO_0010622	[1, 4, 2, 3, 2, 1]	specification of ovule identity
GO_0010623	[1, 0, 0, 4, 0]	programmed cell death involved in cell development
GO_0010624	[4, 1, 5, 0, 6, 0]	regulation of Schwann cell proliferation
GO_0010625	[1, 2, 7, 6, 7, 1]	positive regulation of Schwann cell proliferation
GO_0010626	[4, 1, 5, 0, 4]	negative regulation of Schwann cell proliferation
GO_0010628	[0, 1, 3, 5, 0]	positive regulation of gene expression
GO_0010629	[6, 3, 3, 7, 1]	negative regulation of gene expression
GO_0010630	[6, 5, 6, 5, 2]	regulation of transcription, start site selection
GO_0010631	[1, 6, 1, 6, 5, 0]	epithelial cell migration
GO_0010632	[1, 1, 2, 1, 3, 0]	regulation of epithelial cell migration
GO_0010633	[1, 1, 2, 1, 2, 0]	negative regulation of epithelial cell migration
GO_0010634	[1, 1, 2, 1, 4, 0]	positive regulation of epithelial cell migration
GO_0010635	[6, 7, 5, 1, 1]	regulation of mitochondrial fusion
GO_0010636	[1, 1, 5, 3, 4, 0]	positive regulation of mitochondrial fusion
GO_0010637	[7, 1, 8, 2, 0]	negative regulation of mitochondrial fusion
GO_0010638	[6, 8, 0, 2, 0]	positive regulation of organelle organization
GO_0010639	[6, 8, 2, 8, 0]	negative regulation of organelle organization
GO_0010640	[4, 1, 5, 5, 1]	regulation of platelet-derived growth factor receptor signaling pathway
GO_0010641	[7, 7, 1, 4, 5, 0]	positive regulation of platelet-derived growth factor receptor signaling pathway
GO_0010642	[7, 7, 3, 5, 0]	negative regulation of platelet-derived growth factor receptor signaling pathway
GO_0010643	[6, 0, 0, 0]	cell communication by chemical coupling
GO_0010644	[6, 2, 0, 5, 5]	cell communication by electrical coupling
GO_0010645	[6, 2, 0, 0, 7]	regulation of cell communication by chemical coupling
GO_0010646	[6, 2, 0, 0, 1]	regulation of cell communication
GO_0010647	[6, 2, 0, 0, 3]	positive regulation of cell communication
GO_0010648	[6, 2, 0, 0, 4, 0]	negative regulation of cell communication
GO_0010649	[6, 2, 0, 0, 2]	regulation of cell communication by electrical coupling
GO_0010650	[6, 2, 0, 0, 5, 0]	positive regulation of cell communication by electrical coupling
GO_0010651	[6, 2, 0, 0, 0]	negative regulation of cell communication by electrical coupling
GO_0010652	[6, 2, 0, 0, 5, 1]	positive regulation of cell communication by chemical coupling
GO_0010653	[6, 2, 0, 0, 4, 1]	negative regulation of cell communication by chemical coupling
GO_0010654	[1, 4, 1, 1, 5, 2]	apical cell fate commitment
GO_0010656	[4, 5, 6, 0, 0]	negative regulation of muscle cell apoptotic process
GO_0010657	[4, 5, 2, 1, 0]	muscle cell apoptotic process
GO_0010658	[1, 6, 7, 1, 2, 0]	striated muscle cell apoptotic process
GO_0010659	[1, 6, 6, 2, 2, 0]	cardiac muscle cell apoptotic process
GO_0010660	[4, 5, 6, 0, 1]	regulation of muscle cell apoptotic process
GO_0010661	[4, 5, 5, 7, 0]	positive regulation of muscle cell apoptotic process
GO_0010662	[4, 5, 6, 4, 0]	regulation of striated muscle cell apoptotic process
GO_0010663	[4, 5, 4, 6, 0]	positive regulation of striated muscle cell apoptotic process
GO_0010664	[4, 5, 4, 4, 0]	negative regulation of striated muscle cell apoptotic process
GO_0010665	[1, 6, 6, 6, 4, 0]	regulation of cardiac muscle cell apoptotic process
GO_0010666	[4, 5, 5, 7, 1]	positive regulation of cardiac muscle cell apoptotic process
GO_0010667	[1, 6, 6, 6, 4, 1]	negative regulation of cardiac muscle cell apoptotic process
GO_0010668	[1, 6, 0, 3, 0, 1]	ectodermal cell differentiation
GO_0010669	[1, 4, 1, 6, 3, 0]	epithelial structure maintenance
GO_0010683	[3, 2, 4, 0, 0]	tricyclic triterpenoid metabolic process
GO_0010684	[3, 8, 6, 2, 2, 1]	tricyclic triterpenoid catabolic process
GO_0010685	[3, 4, 5, 1, 0]	tetracyclic triterpenoid metabolic process
GO_0010686	[3, 4, 5, 1, 1]	tetracyclic triterpenoid biosynthetic process
GO_0010688	[6, 3, 6, 5, 4, 0]	negative regulation of ribosomal protein gene transcription by RNA polymerase II
GO_0010689	[6, 5, 2, 4, 2]	negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to chemical stimulus
GO_0010690	[6, 5, 2, 3, 0]	negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to stress
GO_0010691	[6, 5, 2, 8, 0]	negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels
GO_0010692	[7, 1, 9, 6, 0]	regulation of alkaline phosphatase activity
GO_0010693	[7, 1, 9, 0, 2, 0]	negative regulation of alkaline phosphatase activity
GO_0010694	[7, 1, 9, 6, 1]	positive regulation of alkaline phosphatase activity
GO_0010695	[6, 1, 4, 6, 0]	regulation of mitotic spindle pole body separation
GO_0010696	[6, 1, 4, 6, 1]	positive regulation of mitotic spindle pole body separation
GO_0010697	[6, 1, 4, 6, 2]	negative regulation of mitotic spindle pole body separation
GO_0010700	[7, 2, 4, 5, 0]	negative regulation of norepinephrine secretion
GO_0010701	[7, 2, 4, 5, 1]	positive regulation of norepinephrine secretion
GO_0010704	[6, 7, 7, 4, 1]	meiotic DNA double-strand break processing involved in meiotic gene conversion
GO_0010705	[6, 7, 2, 4, 2]	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination
GO_0010706	[3, 0, 0, 6, 2]	ganglioside biosynthetic process via lactosylceramide
GO_0010707	[3, 0, 8, 0, 2]	globoside biosynthetic process via lactosylceramide
GO_0010709	[6, 7, 1, 6, 1]	heteroduplex formation involved in double-strand break repair via synthesis-dependent strand annealing
GO_0010710	[4, 1, 5, 1, 0]	regulation of collagen catabolic process
GO_0010711	[3, 0, 6, 4, 0, 0]	negative regulation of collagen catabolic process
GO_0010712	[3, 0, 2, 5, 7, 0]	regulation of collagen metabolic process
GO_0010713	[6, 2, 0, 4, 0, 0]	negative regulation of collagen metabolic process
GO_0010714	[3, 0, 2, 2, 0]	positive regulation of collagen metabolic process
GO_0010715	[6, 2, 8, 4, 0]	regulation of extracellular matrix disassembly
GO_0010716	[6, 2, 8, 4, 1]	negative regulation of extracellular matrix disassembly
GO_0010717	[1, 1, 2, 1, 3, 1]	regulation of epithelial to mesenchymal transition
GO_0010718	[1, 5, 0, 6, 1]	positive regulation of epithelial to mesenchymal transition
GO_0010719	[1, 5, 0, 6, 2]	negative regulation of epithelial to mesenchymal transition
GO_0010720	[1, 1, 7, 8, 0]	positive regulation of cell development
GO_0010721	[1, 1, 7, 4, 1, 0]	negative regulation of cell development
GO_0010722	[3, 1, 1, 3, 4, 0]	regulation of ferrochelatase activity
GO_0010724	[1, 1, 6, 3, 0, 0]	regulation of definitive erythrocyte differentiation
GO_0010725	[4, 5, 4, 8, 1]	regulation of primitive erythrocyte differentiation
GO_0010726	[7, 1, 8, 7, 1]	positive regulation of hydrogen peroxide metabolic process
GO_0010727	[7, 1, 8, 7, 2]	negative regulation of hydrogen peroxide metabolic process
GO_0010728	[7, 1, 8, 4, 0]	regulation of hydrogen peroxide biosynthetic process
GO_0010729	[7, 1, 8, 4, 1]	positive regulation of hydrogen peroxide biosynthetic process
GO_0010730	[7, 1, 8, 4, 2]	negative regulation of hydrogen peroxide biosynthetic process
GO_0010731	[5, 3, 7, 5, 0]	protein glutathionylation
GO_0010732	[5, 0, 6, 1, 0]	regulation of protein glutathionylation
GO_0010733	[7, 1, 8, 0, 0]	positive regulation of protein glutathionylation
GO_0010734	[5, 0, 6, 7, 0]	negative regulation of protein glutathionylation
GO_0010737	[7, 7, 2, 6, 5, 1]	protein kinase A signaling
GO_0010738	[7, 7, 0, 5, 0]	regulation of protein kinase A signaling
GO_0010739	[7, 7, 1, 1, 4, 0]	positive regulation of protein kinase A signaling
GO_0010742	[1, 6, 4, 2, 4, 0]	macrophage derived foam cell differentiation
GO_0010743	[1, 6, 4, 5, 6, 0]	regulation of macrophage derived foam cell differentiation
GO_0010744	[1, 6, 4, 0, 6, 0]	positive regulation of macrophage derived foam cell differentiation
GO_0010745	[1, 1, 6, 5, 8, 0]	negative regulation of macrophage derived foam cell differentiation
GO_0010746	[3, 4, 2, 1, 0]	regulation of long-chain fatty acid import across plasma membrane
GO_0010747	[3, 4, 2, 1, 1]	positive regulation of long-chain fatty acid import across plasma membrane
GO_0010748	[3, 4, 2, 1, 2]	negative regulation of long-chain fatty acid import across plasma membrane
GO_0010749	[7, 7, 7, 4, 2, 0]	regulation of nitric oxide mediated signal transduction
GO_0010750	[7, 7, 1, 1, 5, 0]	positive regulation of nitric oxide mediated signal transduction
GO_0010751	[7, 7, 7, 4, 3]	negative regulation of nitric oxide mediated signal transduction
GO_0010752	[7, 7, 6, 7, 1, 0]	regulation of cGMP-mediated signaling
GO_0010753	[7, 1, 4, 6, 0]	positive regulation of cGMP-mediated signaling
GO_0010754	[7, 7, 6, 7, 6]	negative regulation of cGMP-mediated signaling
GO_0010755	[7, 1, 3, 3, 2]	regulation of plasminogen activation
GO_0010756	[4, 3, 2, 2, 0]	positive regulation of plasminogen activation
GO_0010757	[7, 1, 3, 3, 4]	negative regulation of plasminogen activation
GO_0010758	[4, 7, 9, 0, 5]	regulation of macrophage chemotaxis
GO_0010759	[4, 7, 9, 4, 0, 0]	positive regulation of macrophage chemotaxis
GO_0010760	[4, 1, 3, 8, 0]	negative regulation of macrophage chemotaxis
GO_0010761	[1, 1, 2, 4, 4, 1]	fibroblast migration
GO_0010762	[1, 1, 2, 5, 6]	regulation of fibroblast migration
GO_0010763	[1, 1, 2, 5, 1]	positive regulation of fibroblast migration
GO_0010764	[1, 1, 6, 4, 0, 0]	negative regulation of fibroblast migration
GO_0010765	[7, 6, 5, 0, 0]	positive regulation of sodium ion transport
GO_0010766	[0, 5, 2, 6, 0]	negative regulation of sodium ion transport
GO_0010770	[1, 1, 7, 8, 1]	positive regulation of cell morphogenesis
GO_0010771	[1, 1, 7, 4, 5]	negative regulation of cell morphogenesis
GO_0010772	[6, 7, 6, 7, 2, 0]	meiotic DNA recombinase assembly involved in reciprocal meiotic recombination
GO_0010773	[6, 7, 0, 0, 3, 0]	meiotic DNA recombinase assembly involved in meiotic gene conversion
GO_0010774	[6, 7, 0, 0, 4, 0]	meiotic strand invasion involved in reciprocal meiotic recombination
GO_0010775	[6, 7, 0, 0, 4, 1]	meiotic strand invasion involved in meiotic gene conversion
GO_0010776	[6, 7, 0, 0, 3, 1]	meiotic mismatch repair involved in meiotic gene conversion
GO_0010777	[6, 7, 0, 0, 2, 0]	meiotic mismatch repair involved in reciprocal meiotic recombination
GO_0010778	[6, 7, 0, 0, 2, 1]	meiotic DNA repair synthesis involved in reciprocal meiotic recombination
GO_0010779	[6, 7, 0, 0, 3, 2]	meiotic DNA repair synthesis involved in meiotic gene conversion
GO_0010780	[6, 7, 0, 0, 6, 0]	meiotic DNA double-strand break formation involved in reciprocal meiotic recombination
GO_0010781	[1, 1, 6, 6, 5, 0]	meiotic DNA double-strand break formation involved in meiotic gene conversion
GO_0010782	[1, 0, 2, 2, 2, 0]	proboscis morphogenesis, labial disc-derived
GO_0010783	[1, 4, 0, 1, 4, 4]	proboscis morphogenesis, eye-antennal disc-derived
GO_0010784	[1, 4, 0, 1, 4, 5]	proboscis morphogenesis, clypeo-labral disc-derived
GO_0010785	[6, 6, 3, 2, 0]	clathrin coating of Golgi vesicle, plasma membrane to endosome targeting
GO_0010786	[6, 6, 2, 0, 0]	clathrin coating of Golgi vesicle, trans-Golgi to endosome targeting
GO_0010787	[6, 6, 2, 6, 0]	COPI coating of Golgi vesicle, inter-Golgi cisterna
GO_0010788	[6, 6, 2, 0, 1]	COPI coating of Golgi vesicle, cis-Golgi to rough ER
GO_0010789	[6, 1, 7, 9, 4, 0]	meiotic sister chromatid cohesion involved in meiosis I
GO_0010790	[6, 1, 7, 9, 7]	meiotic sister chromatid cohesion involved in meiosis II
GO_0010791	[6, 7, 1, 6, 2]	DNA double-strand break processing involved in repair via synthesis-dependent strand annealing
GO_0010792	[6, 7, 0, 0, 5, 1]	DNA double-strand break processing involved in repair via single-strand annealing
GO_0010793	[0, 2, 3, 6, 0]	regulation of mRNA export from nucleus
GO_0010794	[3, 2, 9, 2, 6, 1]	regulation of dolichol biosynthetic process
GO_0010795	[3, 2, 3, 3, 0, 1]	regulation of ubiquinone biosynthetic process
GO_0010799	[5, 5, 2, 1, 1]	regulation of peptidyl-threonine phosphorylation
GO_0010800	[5, 5, 2, 2, 0]	positive regulation of peptidyl-threonine phosphorylation
GO_0010801	[5, 5, 2, 2, 1]	negative regulation of peptidyl-threonine phosphorylation
GO_0010803	[4, 1, 4, 6, 3, 0]	regulation of tumor necrosis factor-mediated signaling pathway
GO_0010804	[4, 1, 4, 6, 4, 0]	negative regulation of tumor necrosis factor-mediated signaling pathway
GO_0010807	[7, 2, 5, 7, 0]	regulation of synaptic vesicle priming
GO_0010808	[7, 2, 6, 4, 0]	positive regulation of synaptic vesicle priming
GO_0010809	[7, 1, 3, 5, 0]	negative regulation of synaptic vesicle priming
GO_0010810	[1, 1, 6, 1, 1, 0]	regulation of cell-substrate adhesion
GO_0010811	[6, 2, 1, 0, 1]	positive regulation of cell-substrate adhesion
GO_0010812	[6, 2, 7, 6, 0]	negative regulation of cell-substrate adhesion
GO_0010813	[3, 2, 3, 6, 6, 1]	neuropeptide catabolic process
GO_0010814	[3, 2, 1, 5, 6, 1]	substance P catabolic process
GO_0010815	[3, 1, 5, 3, 1, 2]	bradykinin catabolic process
GO_0010816	[3, 2, 9, 1, 6, 0]	calcitonin catabolic process
GO_0010817	[0, 2, 5, 2, 2]	regulation of hormone levels
GO_0010818	[4, 7, 6, 5, 0]	T cell chemotaxis
GO_0010819	[4, 7, 6, 5, 1]	regulation of T cell chemotaxis
GO_0010820	[4, 7, 6, 5, 2]	positive regulation of T cell chemotaxis
GO_0010821	[6, 5, 5, 7]	regulation of mitochondrion organization
GO_0010824	[6, 1, 3, 0, 1]	regulation of centrosome duplication
GO_0010825	[6, 1, 3, 0, 6]	positive regulation of centrosome duplication
GO_0010826	[6, 4, 4, 0, 0]	negative regulation of centrosome duplication
GO_0010827	[7, 4, 1, 0, 0]	regulation of D-glucose transmembrane transport
GO_0010828	[7, 4, 1, 9, 0]	positive regulation of D-glucose transmembrane transport
GO_0010829	[7, 4, 1, 0, 1]	negative regulation of D-glucose transmembrane transport
GO_0010830	[1, 6, 6, 3, 6]	regulation of myotube differentiation
GO_0010831	[1, 6, 6, 3, 9, 0]	positive regulation of myotube differentiation
GO_0010832	[1, 6, 6, 3, 2, 0]	negative regulation of myotube differentiation
GO_0010833	[6, 1, 1, 1, 0]	telomere maintenance via telomere lengthening
GO_0010835	[6, 3, 9, 4, 7]	regulation of protein ADP-ribosylation
GO_0010836	[7, 3, 0, 0]	negative regulation of protein ADP-ribosylation
GO_0010837	[1, 1, 2, 5, 3]	regulation of keratinocyte proliferation
GO_0010838	[1, 1, 2, 5, 4, 0]	positive regulation of keratinocyte proliferation
GO_0010839	[4, 5, 1, 3, 0]	negative regulation of keratinocyte proliferation
GO_0010840	[1, 0, 1, 5, 0]	regulation of circadian sleep/wake cycle, wakefulness
GO_0010841	[1, 0, 1, 6, 0]	positive regulation of circadian sleep/wake cycle, wakefulness
GO_0010842	[1, 2, 5, 5, 0]	retina layer formation
GO_0010845	[6, 7, 6, 7, 4]	positive regulation of reciprocal meiotic recombination
GO_0010846	[6, 7, 6, 7, 2, 1]	activation of reciprocal meiotic recombination
GO_0010849	[7, 1, 1, 6, 0]	regulation of proton-transporting ATPase activity, rotational mechanism
GO_0010850	[7, 2, 8, 3, 2]	regulation of blood pressure by chemoreceptor signaling pathway
GO_0010865	[1, 4, 4, 4, 6, 0]	stipule development
GO_0010866	[3, 4, 2, 7, 0]	regulation of triglyceride biosynthetic process
GO_0010867	[3, 4, 2, 7, 1]	positive regulation of triglyceride biosynthetic process
GO_0010868	[3, 4, 2, 3, 0]	negative regulation of triglyceride biosynthetic process
GO_0010874	[3, 4, 1, 1, 1]	regulation of cholesterol efflux
GO_0010875	[3, 4, 1, 1, 6]	positive regulation of cholesterol efflux
GO_0010876	[5, 7, 3, 0]	lipid localization
GO_0010877	[3, 4, 1, 6, 1]	lipid transport involved in lipid storage
GO_0010878	[3, 4, 1, 4, 5, 0]	cholesterol storage
GO_0010879	[3, 4, 1, 4, 5, 1]	cholesterol transport involved in cholesterol storage
GO_0010880	[7, 6, 4, 8, 0]	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO_0010881	[1, 6, 7, 5, 6, 0]	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion
GO_0010882	[7, 6, 6, 6, 1]	regulation of cardiac muscle contraction by calcium ion signaling
GO_0010883	[1, 6, 4, 0, 6, 1]	regulation of lipid storage
GO_0010884	[1, 6, 4, 0, 6, 2]	positive regulation of lipid storage
GO_0010885	[3, 4, 1, 8, 3, 0]	regulation of cholesterol storage
GO_0010886	[3, 4, 1, 8, 3, 1]	positive regulation of cholesterol storage
GO_0010887	[3, 4, 1, 8, 5, 0]	negative regulation of cholesterol storage
GO_0010888	[3, 4, 3, 7, 0]	negative regulation of lipid storage
GO_0010889	[3, 4, 2, 7, 2]	regulation of triglyceride storage
GO_0010890	[3, 4, 2, 7, 3]	positive regulation of triglyceride storage
GO_0010891	[3, 4, 2, 3, 1]	negative regulation of triglyceride storage
GO_0010892	[6, 5, 1, 5, 0]	positive regulation of mitochondrial translation in response to stress
GO_0010893	[3, 1, 0, 7, 0, 0]	positive regulation of steroid biosynthetic process
GO_0010894	[7, 7, 5, 6, 2, 0]	negative regulation of steroid biosynthetic process
GO_0010895	[3, 1, 6, 5, 0]	negative regulation of ergosterol biosynthetic process
GO_0010896	[3, 4, 2, 2, 0]	regulation of triglyceride catabolic process
GO_0010897	[3, 4, 2, 3, 2]	negative regulation of triglyceride catabolic process
GO_0010898	[3, 4, 2, 2, 1]	positive regulation of triglyceride catabolic process
GO_0010899	[4, 5, 0, 3, 0]	regulation of phosphatidylcholine catabolic process
GO_0010900	[3, 4, 8, 2, 0]	negative regulation of phosphatidylcholine catabolic process
GO_0010901	[7, 4, 7, 5, 0]	regulation of very-low-density lipoprotein particle remodeling
GO_0010902	[7, 4, 7, 7, 0]	positive regulation of very-low-density lipoprotein particle remodeling
GO_0010903	[7, 4, 7, 1, 0]	negative regulation of very-low-density lipoprotein particle remodeling
GO_0010904	[3, 0, 3, 4, 3]	regulation of UDP-glucose catabolic process
GO_0010905	[3, 6, 3, 0, 0]	negative regulation of UDP-glucose catabolic process
GO_0010906	[7, 4, 1, 5, 0]	regulation of glucose metabolic process
GO_0010907	[3, 0, 3, 0, 3]	positive regulation of glucose metabolic process
GO_0010908	[3, 0, 2, 0, 0]	regulation of heparan sulfate proteoglycan biosynthetic process
GO_0010909	[3, 0, 2, 0, 1]	positive regulation of heparan sulfate proteoglycan biosynthetic process
GO_0010913	[3, 1, 6, 6, 0]	regulation of sterigmatocystin biosynthetic process
GO_0010914	[3, 1, 0, 3, 5, 0]	positive regulation of sterigmatocystin biosynthetic process
GO_0010915	[7, 4, 7, 5, 1]	regulation of very-low-density lipoprotein particle clearance
GO_0010916	[7, 4, 7, 0, 0]	negative regulation of very-low-density lipoprotein particle clearance
GO_0010917	[7, 1, 2, 2, 0]	negative regulation of mitochondrial membrane potential
GO_0010918	[7, 1, 2, 2, 1]	positive regulation of mitochondrial membrane potential
GO_0010919	[3, 6, 5, 4, 1]	regulation of inositol phosphate biosynthetic process
GO_0010920	[3, 6, 5, 9, 0]	negative regulation of inositol phosphate biosynthetic process
